Customer_ID,Age,Gender,City_Tier,Employment_Type,Customer_Segment,Tenure_Months,Monthly_Income,Account_Balance,Credit_Score,Product_Type,Products_Used,Preferred_Channel,Loyalty_Member,Transactions_Last_3M,Transactions_Previous_3M,Transaction_Change_Pct,Avg_Transaction_Value,App_Usage_Hours_Last_3M,App_Usage_Hours_Previous_3M,App_Usage_Change_Pct,Last_Login_Days_Ago,Customer_Support_Calls,Complaints,Satisfaction_Score,Offers_Used,Balance_Change_Pct,Churn
C106138,30,Male,Tier 2,Salaried,Standard,72,44900,263000,735,Savings,2,Mobile App,Yes,45,37,21.6,2975,1.1,1.3,-15.5,2,1,1,4,0,-5.3,0
C106139,58,Male,Tier 1,Salaried,Standard,18,46200,59900,768,Savings,5,ATM,No,36,36,0.0,3211,7.2,6.8,5.6,15,3,0,10,0,15.0,0
C106140,21,Male,Tier 2,Salaried,Basic,93,40800,251700,671,Savings,1,Mobile App,No,25,24,4.2,3740,4.2,3.8,11.8,9,0,1,10,2,12.6,0
C106141,62,Female,Tier 2,Retired,Standard,81,36100,189500,850,Current,3,Mobile App,Yes,34,33,3.0,2395,1.7,1.9,-8.2,4,1,0,6,0,-22.9,0
C106142,42,Male,Tier 1,Self-employed,Basic,21,58500,298200,671,Current,1,ATM,Yes,29,34,-14.7,2568,8.6,7.5,15.0,18,0,1,8,1,16.4,1
C106143,37,Male,Tier 1,Salaried,Standard,82,56900,392400,704,Premium,3,Web,Yes,35,29,20.7,5254,4.1,3.5,17.5,8,4,0,6,0,-0.6,0
C106144,39,Other,Tier 1,Salaried,Standard,55,62500,126800,618,Savings,3,Mobile App,No,29,22,31.8,2030,6.3,8.8,-28.0,8,3,0,9,2,25.7,0
C106145,27,Female,Tier 1,Salaried,Basic,93,19000,55000,695,Premium,1,ATM,Yes,24,26,-7.7,3134,11.3,9.2,22.2,14,2,1,7,2,-2.1,0
C106146,26,Male,Tier 1,Salaried,Standard,55,37000,273100,643,Salary,4,Mobile App,No,15,31,-51.6,5059,3.0,3.6,-17.4,9,4,3,9,2,-16.7,0
C106147,36,Female,Tier 1,Business,Standard,18,30700,143500,679,Premium,2,Mobile App,Yes,25,27,-7.4,3204,13.8,11.6,19.2,5,1,1,3,2,6.3,0
C106148,33,Male,Tier 2,Business,Emerging,2,21400,54300,744,Savings,2,Mobile App,No,27,28,-3.6,2635,3.6,2.9,26.1,16,1,1,9,1,-13.1,0
C106149,28,Female,Tier 1,Salaried,Standard,23,74400,282600,690,Premium,2,Web,No,30,23,30.4,1157,1.6,1.4,12.5,4,0,1,5,1,-8.9,0
C106150,18,Male,Tier 1,Salaried,Standard,41,69300,312300,844,Current,4,Web,Yes,17,17,0.0,2719,3.1,2.7,13.6,3,2,0,8,0,24.5,0
C106151,36,Female,Tier 1,Salaried,Standard,24,41100,74400,730,Savings,2,Mobile App,No,39,33,18.2,3500,5.4,5.3,2.1,13,3,1,10,2,-39.6,0
C106152,33,Male,Tier 3,Business,Basic,41,46900,127600,645,Current,1,ATM,No,20,22,-9.1,3260,19.4,18.1,7.2,29,4,0,5,1,32.5,0
C106153,20,Female,Tier 1,Salaried,Standard,34,34800,177800,759,Premium,2,Mobile App,Yes,53,39,35.9,2484,4.7,5.1,-8.2,15,3,3,9,2,22.3,0
C106154,44,Male,Tier 3,Salaried,Standard,66,48400,67700,662,Savings,2,Web,Yes,16,31,-48.4,3398,1.7,3.5,-50.8,4,2,1,4,1,7.3,0
C106155,33,Male,Tier 2,Business,Standard,42,45700,165200,712,Premium,2,ATM,No,24,38,-36.8,2323,4.1,9.4,-56.2,13,1,2,6,2,-35.1,1
C106156,34,Female,Tier 3,Self-employed,Standard,34,33000,222200,696,Savings,3,Web,Yes,25,27,-7.4,3005,0.7,1.4,-49.2,12,1,0,7,3,28.6,0
C106157,60,Male,Tier 1,Student,Basic,7,35500,223400,775,Savings,1,Mobile App,No,42,34,23.5,3434,2.5,8.0,-68.7,15,3,1,7,2,0.4,0
C106158,50,Female,Tier 2,Self-employed,Basic,22,55100,145900,694,Salary,1,Web,Yes,21,35,-40.0,3063,4.7,5.2,-10.2,12,2,1,5,2,-27.3,0
C106159,26,Male,Tier 1,Business,Standard,33,31000,73200,600,Salary,2,Mobile App,No,16,26,-38.5,3621,4.6,10.6,-56.5,3,1,1,6,1,0.5,1
C106160,28,Male,Tier 2,Salaried,Standard,88,42300,211800,648,Savings,2,Mobile App,No,19,26,-26.9,2647,13.8,12.3,12.0,11,2,1,8,2,-15.6,0
C106161,60,Male,Tier 1,Salaried,High Value,48,138600,950700,715,Savings,3,Phone,No,26,26,0.0,2674,1.3,1.3,2.6,7,2,0,9,0,21.7,0
C106162,49,Female,Tier 3,Self-employed,Standard,76,59200,422000,715,Current,3,Web,No,41,35,17.1,4083,5.2,6.1,-15.4,4,1,1,9,0,34.3,0
C106163,63,Female,Tier 1,Salaried,Standard,17,53000,88700,655,Premium,2,ATM,No,23,24,-4.2,1755,3.1,3.2,-2.2,8,3,0,4,1,4.3,0
C106164,43,Female,Tier 2,Self-employed,Standard,13,53400,98400,687,Current,2,Mobile App,No,29,26,11.5,4226,5.0,4.6,9.3,4,1,2,9,2,-51.4,1
C106165,50,Male,Tier 1,Self-employed,High Value,67,92100,268800,788,Salary,3,Branch,No,22,27,-18.5,914,0.3,0.5,-40.0,18,4,2,7,0,-3.1,0
C106166,44,Male,Tier 3,Salaried,Standard,39,51200,170900,697,Savings,3,Phone,Yes,17,23,-26.1,2453,2.1,2.9,-28.2,11,2,2,10,0,0.9,0
C106167,18,Male,Tier 1,Student,Standard,89,37500,205700,600,Salary,5,Web,No,32,26,23.1,4892,4.4,4.2,5.2,14,6,0,6,1,-6.7,0
C106168,23,Female,Tier 1,Self-employed,Standard,35,66200,385900,747,Savings,2,Phone,No,24,24,0.0,3015,14.9,17.5,-14.7,9,4,2,8,2,27.0,0
C106169,21,Female,Tier 2,Business,Emerging,8,28400,146200,702,Savings,1,Branch,No,29,30,-3.3,3227,2.1,4.7,-55.7,10,3,1,9,0,1.5,0
C106170,38,Female,Tier 2,Salaried,Standard,34,34800,20600,669,Savings,4,Mobile App,Yes,29,30,-3.3,3914,1.1,1.0,10.2,27,2,2,7,4,-7.8,0
C106171,38,Female,Tier 1,Business,Standard,32,18000,47900,760,Savings,4,Mobile App,No,21,23,-8.7,2718,3.3,3.1,7.3,24,1,0,10,3,7.6,0
C106172,68,Male,Tier 1,Self-employed,High Value,48,82000,519500,692,Savings,3,Web,No,15,20,-25.0,1141,2.7,2.9,-7.2,2,2,1,6,2,-1.2,0
C106173,24,Female,Tier 3,Student,Basic,11,74200,509100,734,Savings,1,Mobile App,No,24,24,0.0,3147,1.3,0.9,41.0,22,1,2,10,2,21.0,0
C106174,26,Female,Tier 2,Salaried,Standard,68,29100,200200,756,Savings,4,Mobile App,Yes,18,32,-43.8,4667,4.0,4.5,-11.0,6,3,0,8,3,-8.5,0
C106175,67,Male,Tier 1,Salaried,Standard,13,70100,432900,673,Savings,2,ATM,No,21,30,-30.0,3819,6.3,7.1,-11.7,12,5,0,5,2,-15.4,0
C106176,60,Female,Tier 1,Salaried,Standard,87,48000,343000,697,Savings,3,Mobile App,Yes,32,35,-8.6,4011,3.1,2.6,19.5,18,2,1,8,1,-12.2,0
C106177,54,Male,Tier 1,Retired,Standard,69,86300,392200,770,Savings,2,Mobile App,No,22,25,-12.0,4253,2.7,2.5,7.2,4,3,2,8,0,-1.8,0
C106178,56,Female,Tier 1,Salaried,Standard,91,26200,162100,702,Savings,2,Web,No,40,34,17.6,252,2.3,3.0,-23.6,3,2,1,10,0,-3.7,0
C106179,60,Female,Tier 2,Salaried,Standard,25,91400,306000,755,Savings,2,Mobile App,No,29,29,0.0,1892,3.0,3.0,0.2,22,4,0,8,3,0.8,0
C106180,30,Male,Tier 3,Retired,Standard,74,27800,112000,648,Savings,3,Mobile App,No,28,30,-6.7,2501,0.9,0.8,6.8,1,4,1,10,2,-11.6,0
C106181,43,Male,Tier 3,Retired,High Value,8,124500,740600,719,Salary,4,ATM,Yes,11,25,-56.0,1926,0.7,0.7,-1.4,9,2,0,7,0,-24.5,0
C106182,59,Male,Tier 2,Student,Standard,55,67900,385800,699,Salary,5,Mobile App,No,25,33,-24.2,3115,5.7,8.4,-32.2,7,3,0,8,1,-10.3,0
C106183,42,Male,Tier 1,Salaried,Standard,69,41800,201700,769,Savings,4,Web,No,15,33,-54.5,1718,4.4,4.9,-10.1,11,1,0,6,0,9.8,0
C106184,64,Male,Tier 2,Salaried,Basic,34,42400,138800,659,Savings,1,Mobile App,No,30,32,-6.2,2276,3.1,4.4,-30.1,4,3,0,9,1,-7.4,0
C106185,42,Male,Tier 2,Self-employed,Standard,96,27100,198100,650,Savings,3,Web,Yes,33,26,26.9,3589,5.7,5.9,-2.8,11,3,1,10,0,-19.6,0
C106186,31,Female,Tier 2,Salaried,Basic,45,76700,242400,640,Current,1,Phone,No,27,23,17.4,1392,3.3,2.8,17.8,14,2,1,4,1,35.0,1
C106187,21,Female,Tier 2,Salaried,Standard,9,125200,582200,637,Salary,2,Mobile App,Yes,35,30,16.7,2220,3.2,3.3,-4.3,2,3,0,7,3,2.7,0
C106188,39,Other,Tier 3,Salaried,Basic,20,40600,279700,706,Savings,1,Mobile App,No,44,40,10.0,3430,4.4,3.7,17.4,16,1,2,7,1,4.6,0
C106189,61,Male,Tier 3,Business,High Value,23,154400,924500,775,Salary,5,ATM,No,26,25,4.0,2311,2.3,2.0,17.6,24,1,0,5,4,-6.3,0
C106190,62,Male,Tier 1,Salaried,Standard,25,50700,210500,647,Savings,4,Web,Yes,13,18,-27.8,2888,2.0,1.9,4.9,21,0,0,10,0,-16.3,0
C106191,49,Male,Tier 3,Business,Standard,49,24100,68700,748,Savings,2,Web,Yes,44,33,33.3,3781,8.1,8.3,-2.1,3,0,1,10,1,-8.6,0
C106192,48,Female,Tier 1,Retired,Standard,67,54400,51800,723,Salary,4,Phone,No,25,28,-10.7,3349,0.9,1.7,-47.4,7,0,0,9,1,-2.6,0
C106193,55,Female,Tier 2,Student,Standard,67,50800,24500,613,Savings,2,Web,No,30,29,3.4,1491,2.2,1.9,16.2,31,3,0,3,4,10.2,1
C106194,30,Female,Tier 3,Salaried,Basic,16,58600,256000,701,Salary,1,Mobile App,Yes,34,29,17.2,4804,9.3,6.9,33.8,9,1,1,4,4,-0.4,0
C106195,49,Female,Tier 1,Salaried,High Value,22,105000,652900,668,Savings,4,Web,Yes,23,30,-23.3,1955,12.0,11.5,4.8,4,5,0,2,0,-15.5,0
C106196,19,Male,Tier 2,Salaried,Standard,76,26100,42500,660,Salary,2,Web,Yes,25,25,0.0,3091,1.9,2.2,-12.7,7,2,0,3,1,-13.1,0
C106197,60,Female,Tier 3,Retired,Standard,35,50000,219000,733,Salary,3,Mobile App,No,15,16,-6.2,1089,4.7,6.8,-31.2,11,3,0,4,3,2.5,0
C106198,51,Male,Tier 1,Salaried,Standard,50,153900,284000,671,Premium,2,Mobile App,No,31,23,34.8,5251,4.9,5.2,-6.3,3,3,0,8,0,32.1,0
C106199,29,Male,Tier 1,Salaried,Standard,71,52000,253000,688,Salary,3,Mobile App,No,27,31,-12.9,2436,6.8,7.3,-6.3,1,2,0,8,3,31.1,0
C106200,59,Male,Tier 2,Student,Basic,70,49700,221000,730,Savings,1,Mobile App,No,42,37,13.5,3598,6.7,8.4,-19.8,17,0,1,3,2,16.8,0
C106201,56,Male,Tier 1,Student,Basic,67,15900,80200,778,Savings,1,ATM,No,25,30,-16.7,3734,7.1,6.2,15.0,15,0,0,4,1,4.6,0
C106202,60,Male,Tier 1,Salaried,Standard,7,63600,87700,602,Salary,2,Web,No,23,25,-8.0,2431,5.9,5.1,15.6,8,2,1,1,1,-12.9,0
C106203,56,Male,Tier 2,Salaried,Standard,45,65100,231500,726,Savings,2,Mobile App,No,17,25,-32.0,2287,2.9,3.1,-5.8,32,0,1,10,0,-20.7,0
C106204,57,Male,Tier 3,Self-employed,Standard,4,44600,279900,746,Premium,2,Web,No,41,38,7.9,2805,3.3,5.1,-35.0,20,0,2,6,0,28.3,0
C106205,68,Female,Tier 2,Salaried,Standard,92,47000,61200,760,Current,3,Web,No,28,31,-9.7,5184,4.8,6.8,-29.2,7,2,0,5,2,-3.2,0
C106206,52,Male,Tier 1,Business,Standard,65,29600,59500,780,Premium,2,Web,Yes,22,26,-15.4,2872,5.9,7.2,-17.6,2,2,2,7,1,15.4,0
C106207,59,Male,Tier 2,Student,Standard,79,72800,188300,691,Savings,3,Web,No,31,34,-8.8,4350,4.8,9.0,-46.6,5,0,1,9,3,-57.8,0
C106208,34,Male,Tier 2,Salaried,Standard,93,48600,57000,628,Savings,3,Mobile App,No,39,34,14.7,955,7.2,6.4,12.0,9,2,1,2,0,12.2,0
C106209,23,Female,Tier 2,Salaried,Standard,55,35200,14900,717,Salary,2,Branch,Yes,39,36,8.3,3206,1.0,1.3,-21.3,24,4,0,6,1,14.9,0
C106210,21,Male,Tier 2,Self-employed,Standard,10,33400,69900,821,Savings,2,Branch,No,32,27,18.5,4436,7.3,5.7,27.2,15,1,1,8,2,-20.5,0
C106211,56,Male,Tier 2,Self-employed,Standard,52,34000,196100,701,Salary,3,Web,Yes,35,42,-16.7,1990,2.0,4.2,-52.4,5,1,2,7,2,-4.9,0
C106212,22,Male,Tier 2,Self-employed,Emerging,12,19000,63900,739,Salary,2,Phone,Yes,30,37,-18.9,2990,1.3,2.0,-33.6,7,2,1,2,4,1.0,0
C106213,56,Male,Tier 2,Business,Basic,21,43700,36700,725,Savings,1,Mobile App,No,29,30,-3.3,4244,2.1,1.9,8.4,29,5,0,6,2,17.5,0
C106214,60,Male,Tier 2,Student,Standard,69,71300,482700,748,Current,2,Mobile App,No,24,29,-17.2,1623,4.8,4.5,7.3,15,2,0,9,3,5.3,0
C106215,63,Female,Tier 2,Business,Basic,64,77800,382600,754,Salary,1,Mobile App,No,31,33,-6.1,797,2.4,2.0,20.2,19,0,0,6,2,10.1,0
C106216,38,Male,Tier 1,Salaried,Basic,2,70600,383300,829,Savings,1,Branch,No,38,39,-2.6,2075,11.8,9.4,26.0,23,1,0,3,0,-6.3,0
C106217,30,Female,Tier 2,Salaried,Standard,23,46800,26100,807,Salary,2,ATM,Yes,36,36,0.0,1674,5.6,8.8,-36.1,9,1,1,10,2,37.1,0
C106218,65,Female,Tier 1,Business,Basic,42,124100,114100,804,Savings,1,ATM,Yes,45,41,9.8,3246,7.4,8.1,-8.1,13,0,0,6,2,17.1,0
C106219,27,Male,Tier 1,Salaried,Standard,62,34300,249700,667,Premium,3,Mobile App,No,19,23,-17.4,2864,10.6,14.0,-24.2,13,0,2,8,0,-37.3,1
C106220,25,Female,Tier 3,Salaried,Standard,96,48300,67900,664,Savings,2,Web,No,15,31,-51.6,3766,3.4,3.7,-7.1,4,0,0,6,3,-34.3,0
C106221,40,Male,Tier 2,Business,Standard,25,65200,245900,668,Salary,3,Mobile App,No,24,27,-11.1,1993,3.2,3.7,-14.2,2,3,1,8,0,-2.5,0
C106222,57,Other,Tier 2,Retired,Standard,18,54600,119200,695,Salary,3,Phone,No,41,34,20.6,3504,6.5,8.5,-23.3,24,1,0,5,3,25.4,0
C106223,24,Female,Tier 1,Retired,Standard,46,35200,23700,723,Salary,4,Mobile App,Yes,27,31,-12.9,3020,2.4,3.7,-35.6,15,1,1,6,0,-10.4,0
C106224,59,Male,Tier 3,Salaried,Emerging,17,18600,129500,753,Salary,5,Mobile App,Yes,26,30,-13.3,3036,4.4,4.2,3.9,14,5,1,4,3,11.3,0
C106225,42,Other,Tier 2,Self-employed,Standard,36,79800,565400,621,Salary,2,Mobile App,Yes,29,37,-21.6,1122,5.7,4.6,23.3,2,1,0,10,1,1.3,0
C106226,38,Female,Tier 3,Salaried,High Value,24,81900,208100,679,Savings,3,Mobile App,Yes,36,34,5.9,2397,5.9,5.3,10.7,8,2,1,6,2,-14.3,0
C106227,70,Male,Tier 2,Business,Standard,77,61900,378600,727,Premium,4,Web,Yes,34,33,3.0,3614,6.2,7.0,-11.3,10,0,0,5,1,-16.3,0
C106228,66,Female,Tier 2,Salaried,Standard,56,53800,269800,802,Savings,4,Web,No,31,36,-13.9,2974,11.6,16.2,-28.5,10,4,0,9,2,-12.2,1
C106229,65,Female,Tier 2,Retired,Standard,50,76100,64800,702,Salary,2,Mobile App,Yes,21,31,-32.3,1577,6.6,6.7,-2.0,7,5,0,6,4,-11.1,0
C106230,41,Male,Tier 2,Student,High Value,29,95100,325700,641,Savings,4,Web,Yes,26,30,-13.3,2229,4.1,4.8,-14.7,16,1,0,5,2,12.0,0
C106231,37,Male,Tier 1,Salaried,Standard,64,62400,29100,725,Savings,2,ATM,Yes,22,34,-35.3,3274,3.8,4.0,-5.3,10,0,2,5,1,-10.2,0
C106232,43,Male,Tier 1,Salaried,Basic,29,28000,115800,717,Salary,1,Web,Yes,23,23,0.0,2651,5.8,7.1,-18.7,8,3,0,9,1,13.0,0
C106233,66,Female,Tier 3,Business,High Value,66,121300,117100,749,Savings,3,Web,No,35,30,16.7,4219,5.7,6.0,-5.3,5,1,0,1,0,2.7,0
C106234,20,Male,Tier 2,Business,Standard,36,30000,65300,713,Savings,3,Branch,No,30,35,-14.3,2589,13.9,12.3,12.9,2,2,0,9,1,-19.4,0
C106235,55,Male,Tier 2,Salaried,Standard,37,24200,135600,697,Savings,2,Mobile App,No,24,34,-29.4,3147,6.5,8.8,-26.3,6,2,0,9,3,-12.4,0
C106236,39,Male,Tier 2,Business,Standard,60,51000,95500,704,Current,3,Branch,No,33,32,3.1,3479,4.7,6.7,-29.8,4,1,1,6,1,-12.9,0
C106237,23,Male,Tier 2,Self-employed,High Value,92,84200,238300,726,Premium,3,Phone,No,24,19,26.3,4068,3.4,3.0,12.2,17,2,3,7,2,4.2,0
C106238,43,Female,Tier 1,Self-employed,Standard,59,52500,310500,789,Savings,2,Mobile App,Yes,39,28,39.3,4328,5.6,5.9,-5.0,6,0,1,8,1,-22.7,0
C106239,54,Female,Tier 3,Retired,Basic,28,112300,97500,683,Current,1,Mobile App,No,22,25,-12.0,3522,5.1,4.8,7.3,20,1,1,5,0,3.2,0
C106240,70,Other,Tier 2,Business,Basic,86,49300,113800,766,Savings,1,Mobile App,No,18,29,-37.9,1154,3.1,3.5,-10.8,8,3,0,9,1,4.6,0
C106241,36,Male,Tier 2,Business,Standard,63,62600,77800,624,Salary,3,Web,No,26,33,-21.2,3303,4.8,3.4,42.8,28,3,1,9,2,-1.2,0
C106242,57,Female,Tier 2,Salaried,Standard,78,49100,242300,726,Savings,3,Branch,Yes,24,35,-31.4,5643,5.7,7.5,-24.2,24,1,1,3,0,2.2,1
C106243,23,Male,Tier 2,Retired,Standard,75,60100,348200,635,Savings,2,Mobile App,No,22,25,-12.0,2945,20.5,20.0,2.5,5,1,1,2,0,-4.0,0
C106244,68,Male,Tier 3,Salaried,Standard,77,72000,375200,737,Current,2,Web,No,32,29,10.3,3981,3.5,3.8,-6.7,2,3,0,7,5,19.1,0
C106245,47,Male,Tier 3,Salaried,Basic,38,73700,309900,727,Premium,1,Mobile App,No,24,32,-25.0,3105,5.3,6.9,-23.1,2,5,0,10,1,8.2,0
C106246,22,Female,Tier 1,Self-employed,Standard,46,62700,456000,802,Savings,2,Mobile App,No,33,33,0.0,3438,1.5,1.5,0.8,5,3,0,5,3,-38.8,1
C106247,33,Male,Tier 2,Self-employed,High Value,63,82500,249000,644,Current,3,Mobile App,No,33,29,13.8,5366,3.7,3.4,8.8,5,2,1,4,2,-7.1,0
C106248,23,Male,Tier 1,Business,High Value,66,101600,318600,790,Premium,4,Mobile App,No,18,26,-30.8,3916,3.7,3.4,8.6,12,4,1,9,2,-20.7,0
C106249,29,Female,Tier 2,Salaried,Standard,87,74300,433100,677,Salary,2,Mobile App,Yes,35,34,2.9,1658,5.5,7.4,-25.6,15,1,0,7,0,31.4,0
C106250,55,Male,Tier 1,Business,Emerging,23,25400,22800,656,Premium,2,Phone,No,24,29,-17.2,2190,3.1,3.1,0.4,10,0,0,9,1,16.7,0
C106251,30,Male,Tier 1,Business,Basic,66,34700,71600,682,Savings,1,ATM,No,19,27,-29.6,2559,2.3,2.8,-17.9,9,1,0,5,1,-22.5,0
C106252,52,Male,Tier 1,Business,Standard,78,31600,113600,695,Savings,5,Mobile App,Yes,17,25,-32.0,4145,4.0,4.3,-6.8,15,3,0,7,0,-2.0,0
C106253,45,Male,Tier 2,Business,Emerging,4,23500,52600,677,Premium,3,Mobile App,Yes,44,31,41.9,2327,2.6,2.0,32.4,11,2,0,7,0,16.0,0
C106254,62,Female,Tier 2,Self-employed,Standard,91,51500,98600,746,Salary,3,Phone,No,21,28,-25.0,3327,5.7,7.1,-20.1,4,0,2,8,1,-4.3,0
C106255,52,Female,Tier 1,Student,Standard,3,38700,59300,656,Savings,2,Mobile App,No,22,27,-18.5,3503,2.7,2.5,6.2,9,1,0,8,2,-32.7,0
C106256,44,Male,Tier 3,Retired,Standard,71,50400,275100,766,Savings,3,Web,No,48,36,33.3,2305,4.7,5.0,-5.9,10,0,1,5,1,11.2,0
C106257,59,Male,Tier 1,Student,Basic,54,55700,380300,688,Current,1,Mobile App,No,27,28,-3.6,3231,5.5,6.5,-15.2,29,2,0,9,2,2.2,0
C106258,23,Female,Tier 1,Salaried,Basic,13,49700,232300,713,Savings,1,Mobile App,No,35,31,12.9,2309,6.5,6.1,6.8,8,0,0,6,1,12.7,0
C106259,19,Female,Tier 2,Student,Basic,51,52800,204700,723,Savings,1,Mobile App,Yes,25,21,19.0,2776,10.9,9.7,12.2,9,1,2,3,1,7.7,0
C106260,34,Male,Tier 2,Self-employed,Basic,28,70500,512300,760,Current,1,Branch,No,48,42,14.3,882,5.8,4.8,20.6,7,3,0,8,2,-0.5,0
C106261,69,Male,Tier 3,Retired,Standard,86,72500,216200,736,Current,4,Web,No,41,33,24.2,3456,0.9,1.3,-28.4,5,1,0,6,1,-12.0,0
C106262,42,Male,Tier 1,Salaried,Standard,56,43800,198700,678,Savings,3,Web,No,30,27,11.1,3660,4.2,5.1,-18.0,11,0,1,8,2,13.5,0
C106263,67,Male,Tier 2,Self-employed,Standard,81,39400,137700,713,Savings,4,Branch,No,41,41,0.0,2453,3.8,4.7,-19.7,10,2,0,1,2,8.3,0
C106264,24,Male,Tier 1,Salaried,Basic,51,33900,216200,689,Salary,1,Web,No,40,35,14.3,2827,14.5,13.1,10.5,15,3,2,5,2,-21.1,0
C106265,26,Female,Tier 2,Student,Standard,50,33000,112200,707,Savings,2,Branch,No,37,37,0.0,1490,1.1,3.0,-62.9,20,2,1,2,3,1.9,0
C106266,61,Male,Tier 3,Student,Standard,44,68600,80200,765,Current,4,Mobile App,No,34,34,0.0,2579,2.7,1.8,52.3,2,2,0,7,1,3.6,0
C106267,18,Female,Tier 2,Salaried,Standard,52,48300,125600,707,Current,2,Mobile App,No,23,27,-14.8,2736,5.7,5.5,3.2,20,2,0,6,1,9.6,0
C106268,53,Female,Tier 1,Student,Emerging,11,18100,38100,721,Current,5,Branch,No,44,33,33.3,2820,14.2,10.6,33.7,20,2,0,10,1,-11.1,0
C106269,65,Female,Tier 1,Self-employed,Standard,58,78500,531000,673,Savings,2,Phone,No,44,38,15.8,5512,14.8,12.8,15.6,6,1,0,3,0,-5.9,0
C106270,44,Female,Tier 1,Salaried,Standard,72,115400,153400,687,Savings,2,Mobile App,No,31,30,3.3,3661,10.1,9.5,6.2,12,3,3,8,1,1.3,0
C106271,41,Male,Tier 2,Salaried,Basic,82,12300,82200,710,Savings,1,Mobile App,Yes,34,32,6.2,3618,14.6,9.6,52.3,4,1,0,6,0,17.2,0
C106272,54,Male,Tier 1,Salaried,Basic,77,37200,23900,615,Salary,1,ATM,Yes,33,28,17.9,2155,5.3,5.6,-5.7,5,1,0,8,2,3.6,0
C106273,47,Female,Tier 2,Self-employed,Standard,7,41200,263400,709,Savings,5,Branch,No,20,21,-4.8,2107,1.0,1.7,-40.3,12,0,1,8,1,-19.1,0
C106274,36,Male,Tier 1,Business,Standard,49,62400,424000,810,Savings,5,Web,Yes,21,33,-36.4,2344,6.5,5.3,22.1,7,1,2,6,0,-0.7,0
C106275,35,Female,Tier 1,Student,Standard,72,53800,259100,675,Savings,2,Mobile App,Yes,20,24,-16.7,4408,8.5,10.6,-19.5,4,1,1,4,1,0.2,0
C106276,30,Male,Tier 2,Salaried,Standard,69,63400,374600,822,Salary,3,ATM,No,30,37,-18.9,2084,6.4,6.1,4.1,28,0,0,7,3,2.5,0
C106277,25,Female,Tier 2,Business,Basic,57,69500,463900,785,Savings,1,Branch,Yes,25,39,-35.9,2475,4.2,7.4,-42.9,12,0,1,6,3,-4.0,0
C106278,37,Female,Tier 2,Salaried,Standard,25,31000,214400,681,Current,4,Web,Yes,23,23,0.0,3213,2.1,3.5,-40.4,20,1,0,8,1,15.0,0
C106279,49,Male,Tier 2,Student,Basic,10,120500,883900,706,Savings,1,Web,Yes,38,31,22.6,4437,9.2,9.4,-1.7,11,2,1,4,2,6.3,0
C106280,27,Male,Tier 3,Business,Standard,38,57600,236800,643,Current,2,ATM,No,39,32,21.9,3414,5.7,4.4,29.5,10,2,0,7,1,-5.4,0
C106281,49,Female,Tier 1,Salaried,Standard,17,42800,79800,687,Savings,2,Web,No,24,31,-22.6,3336,5.1,6.1,-16.6,4,0,1,8,2,-25.9,0
C106282,52,Male,Tier 1,Self-employed,Standard,69,116500,208000,707,Salary,2,Branch,No,42,38,10.5,2789,7.3,7.8,-6.9,15,1,1,9,0,6.0,0
C106283,63,Female,Tier 3,Retired,Standard,7,42000,37400,723,Salary,4,Mobile App,Yes,26,25,4.0,3834,3.5,5.2,-32.1,10,1,1,10,1,-23.4,0
C106284,33,Male,Tier 3,Salaried,Standard,48,30800,84400,713,Current,2,Web,No,25,28,-10.7,2767,2.5,3.4,-27.2,24,1,2,8,5,-2.5,0
C106285,56,Male,Tier 3,Self-employed,Standard,90,25900,52000,678,Current,2,Mobile App,Yes,33,38,-13.2,2340,7.3,6.4,14.4,10,5,1,10,3,16.9,0
C106286,55,Female,Tier 1,Salaried,Standard,77,43800,192000,739,Savings,3,Mobile App,No,31,26,19.2,2299,7.0,5.7,22.8,28,1,0,6,0,9.5,0
C106287,41,Male,Tier 1,Retired,Standard,72,65500,383500,762,Current,4,Web,Yes,24,25,-4.0,1205,8.4,9.3,-9.7,2,1,0,8,2,-36.9,0
C106288,69,Male,Tier 1,Business,High Value,9,91400,647000,785,Current,4,Web,No,41,40,2.5,3580,3.1,6.2,-49.7,9,1,2,10,0,-11.9,0
C106289,51,Male,Tier 3,Retired,Emerging,14,23500,81700,719,Current,1,Mobile App,Yes,30,32,-6.2,4589,3.9,5.2,-25.2,29,1,0,8,2,6.4,0
C106290,64,Female,Tier 1,Student,Standard,83,38200,121400,724,Savings,5,Branch,Yes,28,39,-28.2,3129,6.6,10.5,-37.1,9,6,1,2,0,5.8,0
C106291,64,Male,Tier 3,Salaried,Standard,94,27000,44000,743,Savings,2,Mobile App,Yes,46,38,21.1,3184,7.7,6.1,25.9,0,3,0,7,1,-6.4,0
C106292,54,Male,Tier 3,Salaried,High Value,95,96300,235200,673,Salary,3,Phone,No,35,28,25.0,3588,8.4,8.5,-1.5,20,7,0,8,0,6.0,0
C106293,34,Female,Tier 3,Salaried,Standard,54,30900,216600,777,Premium,3,Mobile App,No,33,31,6.5,3646,1.7,2.3,-25.7,5,2,1,7,2,-2.8,0
C106294,65,Male,Tier 3,Salaried,Standard,35,27300,31200,718,Savings,3,Web,Yes,35,33,6.1,6548,7.3,6.2,17.7,11,1,0,6,4,-2.4,0
